Restaurant_Location,date_time,number_of_orders,percentage_of_delivery_orders
Upper East Side,05-12-2018,798,0.231829574
Upper East Side,06-12-2018,806,0.20471464
Upper East Side,07-12-2018,814,0.173218673
Upper East Side,08-12-2018,833,0.218487395
Upper East Side,09-12-2018,783,0.199233716
Upper East Side,10-12-2018,796,0.183417085
Upper East Side,11-12-2018,828,0.202898551
Upper East Side,12-12-2018,812,0.195812808
Upper East Side,13-12-2018,800,0.17875
Upper East Side,14-12-2018,799,0.161451815
Upper East Side,15-12-2018,839,0.138259833
Upper East Side,16-12-2018,836,0.277511962
Upper East Side,17-12-2018,815,0.166871166
Upper East Side,18-12-2018,830,0.203614458
Upper East Side,19-12-2018,838,0.190930788
Upper East Side,20-12-2018,826,0.179176755
Upper East Side,21-12-2018,824,0.213592233
Upper East Side,22-12-2018,841,0.189060642
Upper East Side,23-12-2018,862,0.180974478
Upper East Side,24-12-2018,850,0.217647059
Upper East Side,26-12-2018,854,0.208430913
Upper East Side,27-12-2018,840,0.177380952
Upper East Side,28-12-2018,822,0.215328467
Upper East Side,29-12-2018,831,0.167268351
Upper East Side,30-12-2018,822,0.215328467
Upper East Side,31-12-2018,879,0.201365188
Upper West Side,01-01-2018,764,0.337696335
Upper West Side,02-01-2018,769,0.21716515
Upper West Side,03-01-2018,720,0.234722222
Upper West Side,04-01-2018,795,0.223899371
Upper West Side,05-01-2018,682,0.332844575
Upper West Side,06-01-2018,712,0.310393258
Upper West Side,07-01-2018,737,0.295793758
Upper West Side,08-01-2018,817,0.241126071
Upper West Side,09-01-2018,810,0.190123457
Upper West Side,10-01-2018,860,0.226744186
Upper West Side,11-01-2018,837,0.178016726
Upper West Side,12-01-2018,834,0.1882494
Upper West Side,13-01-2018,778,0.215938303
Upper West Side,14-01-2018,762,0.293963255
Upper West Side,15-01-2018,785,0.247133758
Upper West Side,16-01-2018,851,0.233842538
Upper West Side,17-01-2018,760,0.272368421
Upper West Side,18-01-2018,805,0.221118012
Upper West Side,19-01-2018,802,0.239401496
Upper West Side,20-01-2018,808,0.17450495
Upper West Side,21-01-2018,807,0.173482032
Upper West Side,22-01-2018,846,0.169030733
Upper West Side,23-01-2018,818,0.161369193
Upper West Side,24-01-2018,808,0.21039604
Upper West Side,25-01-2018,804,0.222636816
Upper West Side,26-01-2018,779,0.224646983
Upper West Side,27-01-2018,854,0.166276347
Upper West Side,28-01-2018,849,0.169611307
Upper West Side,29-01-2018,795,0.172327044
Upper West Side,30-01-2018,780,0.244871795
Upper West Side,31-01-2018,734,0.242506812
Upper West Side,01-02-2018,846,0.193853428
Upper West Side,02-02-2018,741,0.295546559
Upper West Side,03-02-2018,823,0.255164034
Upper West Side,04-02-2018,839,0.227651967
Upper West Side,05-02-2018,809,0.238566131
Upper West Side,06-02-2018,828,0.202898551
Upper West Side,07-02-2018,824,0.324029126
Upper West Side,08-02-2018,799,0.235294118
Upper West Side,09-02-2018,821,0.213154689
Upper West Side,10-02-2018,881,0.229284904
Upper West Side,11-02-2018,854,0.192037471
Upper West Side,12-02-2018,876,0.203196347
Upper West Side,13-02-2018,857,0.177362894
Upper West Side,14-02-2018,841,0.170035672
Upper West Side,15-02-2018,836,0.157894737
Upper West Side,16-02-2018,863,0.172653534
Upper West Side,17-02-2018,775,0.215483871
Upper West Side,18-02-2018,792,0.189393939
Upper West Side,19-02-2018,864,0.162037037
Upper West Side,20-02-2018,835,0.150898204
Upper West Side,21-02-2018,820,0.17195122
Upper West Side,22-02-2018,811,0.21701603
Upper West Side,23-02-2018,784,0.197704082
Upper West Side,24-02-2018,829,0.167671894
Upper West Side,25-02-2018,801,0.187265918
Upper West Side,26-02-2018,867,0.177623991
Upper West Side,27-02-2018,838,0.182577566
Upper West Side,28-02-2018,789,0.157160963
Upper West Side,01-03-2018,851,0.171562867
Upper West Side,02-03-2018,880,0.268181818
Upper West Side,03-03-2018,759,0.160737813
Upper West Side,04-03-2018,820,0.181707317
Upper West Side,05-03-2018,827,0.163240629
Upper West Side,06-03-2018,816,0.171568627
Upper West Side,07-03-2018,814,0.224815725
Upper West Side,08-03-2018,787,0.195679797
Upper West Side,09-03-2018,822,0.199513382
Upper West Side,10-03-2018,844,0.194312796
Upper West Side,11-03-2018,809,0.164400494
Upper West Side,12-03-2018,809,0.160692213
Upper West Side,13-03-2018,835,0.215568862
Upper West Side,14-03-2018,882,0.191609977
Upper West Side,15-03-2018,826,0.182808717
Upper West Side,16-03-2018,808,0.189356436
Upper West Side,17-03-2018,863,0.180764774
Upper West Side,18-03-2018,748,0.161764706
Upper West Side,19-03-2018,811,0.151664612
Upper West Side,20-03-2018,788,0.224619289
Upper West Side,21-03-2018,806,0.209677419
Upper West Side,22-03-2018,836,0.172248804
Upper West Side,23-03-2018,815,0.164417178
Upper West Side,24-03-2018,789,0.173637516
Upper West Side,25-03-2018,788,0.195431472
Upper West Side,26-03-2018,795,0.168553459
Upper West Side,27-03-2018,815,0.187730061
Upper West Side,28-03-2018,835,0.185628743
Upper West Side,29-03-2018,861,0.167247387
Upper West Side,30-03-2018,840,0.145238095
Upper West Side,31-03-2018,830,0.168674699
Upper West Side,01-04-2018,791,0.147914033
Upper West Side,02-04-2018,808,0.17450495
Upper West Side,03-04-2018,811,0.192355117
Upper West Side,04-04-2018,838,0.173031026
Upper West Side,05-04-2018,826,0.213075061
Upper West Side,06-04-2018,831,0.157641396
Upper West Side,07-04-2018,809,0.200247219
Upper West Side,08-04-2018,855,0.178947368
Upper West Side,09-04-2018,823,0.168894289
Upper West Side,10-04-2018,822,0.166666667
Upper West Side,11-04-2018,829,0.165259349
Upper West Side,12-04-2018,842,0.172209026
Upper West Side,13-04-2018,786,0.176844784
Upper West Side,14-04-2018,770,0.197402597
Upper West Side,15-04-2018,793,0.215636822
Upper West Side,16-04-2018,809,0.17552534
Upper West Side,17-04-2018,840,0.211904762
Upper West Side,18-04-2018,775,0.161290323
Upper West Side,19-04-2018,761,0.186596583
Upper West Side,20-04-2018,795,0.154716981
Upper West Side,21-04-2018,844,0.152843602
Upper West Side,22-04-2018,796,0.129396985
Upper West Side,23-04-2018,832,0.150240385
Upper West Side,24-04-2018,793,0.167717528
Upper West Side,25-04-2018,850,0.143529412
Upper West Side,26-04-2018,810,0.160493827
Upper West Side,27-04-2018,787,0.149936468
Upper West Side,28-04-2018,790,0.17721519
Upper West Side,29-04-2018,806,0.156327543
Upper West Side,30-04-2018,834,0.158273381
Upper West Side,01-05-2018,701,0.158345221
Upper West Side,02-05-2018,630,0.187301587
Upper West Side,03-05-2018,664,0.218373494
Upper West Side,04-05-2018,667,0.188905547
Upper West Side,05-05-2018,714,0.197478992
Upper West Side,06-05-2018,801,0.191011236
Upper West Side,07-05-2018,719,0.178025035
Upper West Side,08-05-2018,735,0.189115646
Upper West Side,09-05-2018,720,0.195833333
Upper West Side,10-05-2018,753,0.19123506
Upper West Side,11-05-2018,711,0.17580872
Upper West Side,12-05-2018,784,0.173469388
Upper West Side,13-05-2018,748,0.187165775
Upper West Side,14-05-2018,719,0.162726008
Upper West Side,15-05-2018,726,0.254820937
Upper West Side,16-05-2018,740,0.181081081
Upper West Side,17-05-2018,752,0.203457447
Upper West Side,18-05-2018,762,0.165354331
Upper West Side,19-05-2018,783,0.205619413
Upper West Side,20-05-2018,748,0.204545455
Upper West Side,21-05-2018,680,0.208823529
Upper West Side,22-05-2018,749,0.17623498
Upper West Side,23-05-2018,689,0.166908563
Upper West Side,24-05-2018,671,0.211624441
Upper West Side,25-05-2018,642,0.204049844
Upper West Side,26-05-2018,665,0.210526316
Upper West Side,27-05-2018,759,0.168642951
Upper West Side,28-05-2018,706,0.174220963
Upper West Side,29-05-2018,677,0.197932053
Upper West Side,30-05-2018,749,0.178905207
Upper West Side,31-05-2018,733,0.185538881
Upper West Side,01-06-2018,685,0.208759124
Upper West Side,02-06-2018,710,0.192957746
Upper West Side,03-06-2018,756,0.181216931
Upper West Side,04-06-2018,679,0.159057437
Upper West Side,05-06-2018,752,0.175531915
Upper West Side,06-06-2018,729,0.159122085
Upper West Side,07-06-2018,755,0.168211921
Upper West Side,08-06-2018,712,0.203651685
Upper West Side,09-06-2018,720,0.15
Upper West Side,10-06-2018,720,0.2
Upper West Side,11-06-2018,730,0.164383562
Upper West Side,12-06-2018,738,0.170731707
Upper West Side,13-06-2018,721,0.131761442
Upper West Side,14-06-2018,691,0.167872648
Upper West Side,15-06-2018,740,0.171621622
Upper West Side,16-06-2018,723,0.20746888
Upper West Side,17-06-2018,690,0.217391304
Upper West Side,18-06-2018,657,0.214611872
Upper West Side,19-06-2018,711,0.212376934
Upper West Side,20-06-2018,735,0.176870748
Upper West Side,21-06-2018,745,0.190604027
Upper West Side,22-06-2018,708,0.165254237
Upper West Side,23-06-2018,754,0.153846154
Upper West Side,24-06-2018,750,0.186666667
Upper West Side,25-06-2018,727,0.195323246
Upper West Side,26-06-2018,734,0.196185286
Upper West Side,27-06-2018,723,0.163208852
Upper West Side,28-06-2018,690,0.197101449
Upper West Side,29-06-2018,654,0.181957187
Upper West Side,30-06-2018,638,0.214733542
Upper West Side,01-07-2018,613,0.2137031
Upper West Side,02-07-2018,626,0.209265176
Upper West Side,03-07-2018,659,0.235204856
Upper West Side,04-07-2018,679,0.203240059
Upper West Side,05-07-2018,637,0.189952904
Upper West Side,06-07-2018,723,0.185338866
Upper West Side,07-07-2018,703,0.160739687
Upper West Side,08-07-2018,696,0.185344828
Upper West Side,09-07-2018,634,0.189274448
Upper West Side,10-07-2018,645,0.210852713
Upper West Side,11-07-2018,719,0.189151599
Upper West Side,12-07-2018,631,0.204437401
Upper West Side,13-07-2018,683,0.171303075
Upper West Side,14-07-2018,660,0.216666667
Upper West Side,15-07-2018,697,0.209469154
Upper West Side,16-07-2018,677,0.225997046
Upper West Side,17-07-2018,708,0.225988701
Upper West Side,18-07-2018,653,0.205206738
Upper West Side,19-07-2018,710,0.191549296
Upper West Side,20-07-2018,704,0.181818182
Upper West Side,21-07-2018,720,0.176388889
Upper West Side,22-07-2018,707,0.222065064
Upper West Side,23-07-2018,698,0.169054441
Upper West Side,24-07-2018,684,0.165204678
Upper West Side,25-07-2018,716,0.19273743
Upper West Side,26-07-2018,699,0.173104435
Upper West Side,27-07-2018,707,0.199434229
Upper West Side,28-07-2018,675,0.202962963
Upper West Side,29-07-2018,692,0.183526012
Upper West Side,30-07-2018,692,0.208092486
Upper West Side,31-07-2018,691,0.189580318
Upper West Side,01-08-2018,623,0.186195827
Upper West Side,02-08-2018,681,0.195301028
Upper West Side,03-08-2018,723,0.18395574
Upper West Side,04-08-2018,660,0.213636364
Upper West Side,05-08-2018,641,0.176287051
Upper West Side,06-08-2018,603,0.172470978
Upper West Side,07-08-2018,645,0.235658915
Upper West Side,08-08-2018,678,0.199115044
Upper West Side,09-08-2018,680,0.220588235
Upper West Side,10-08-2018,676,0.193786982
Upper West Side,11-08-2018,695,0.189928058
Upper West Side,12-08-2018,721,0.202496533
Upper West Side,13-08-2018,691,0.170767004
Upper West Side,14-08-2018,676,0.210059172
Upper West Side,15-08-2018,668,0.184131737
Upper West Side,16-08-2018,633,0.233807267
Upper West Side,17-08-2018,692,0.222543353
Upper West Side,18-08-2018,701,0.235378031
Upper West Side,19-08-2018,775,0.16516129
Upper West Side,20-08-2018,758,0.180738786
Upper West Side,21-08-2018,711,0.191279887
Upper West Side,22-08-2018,710,0.195774648
Upper West Side,23-08-2018,689,0.190130624
Upper West Side,24-08-2018,687,0.195050946
Upper West Side,25-08-2018,682,0.18914956
Upper West Side,26-08-2018,688,0.183139535
Upper West Side,27-08-2018,727,0.196698762
Upper West Side,28-08-2018,616,0.209415584
Upper West Side,29-08-2018,638,0.213166144
Upper West Side,30-08-2018,662,0.205438066
Upper West Side,31-08-2018,738,0.176151762
Upper West Side,01-09-2018,726,0.195592287
Upper West Side,02-09-2018,702,0.195156695
Upper West Side,03-09-2018,658,0.171732523
Upper West Side,04-09-2018,689,0.184325109
Upper West Side,05-09-2018,667,0.190404798
Upper West Side,06-09-2018,701,0.208273894
Upper West Side,07-09-2018,736,0.176630435
Upper West Side,08-09-2018,763,0.186107471
Upper West Side,09-09-2018,815,0.169325153
Upper West Side,10-09-2018,777,0.163449163
Upper West Side,11-09-2018,760,0.160526316
Upper West Side,12-09-2018,741,0.191632928
Upper West Side,13-09-2018,797,0.165621079
Upper West Side,14-09-2018,724,0.194751381
Upper West Side,15-09-2018,743,0.173620458
Upper West Side,16-09-2018,722,0.195290859
Upper West Side,17-09-2018,740,0.175675676
Upper West Side,18-09-2018,756,0.19973545
Upper West Side,19-09-2018,735,0.198639456
Upper West Side,20-09-2018,755,0.156291391
Upper West Side,21-09-2018,759,0.181818182
Upper West Side,22-09-2018,801,0.171036205
Upper West Side,23-09-2018,721,0.149791956
Upper West Side,24-09-2018,781,0.175416133
Upper West Side,25-09-2018,759,0.197628458
Upper West Side,26-09-2018,752,0.196808511
Upper West Side,27-09-2018,771,0.175097276
Upper West Side,28-09-2018,749,0.170894526
Upper West Side,29-09-2018,753,0.163346614
Upper West Side,30-09-2018,768,0.165364583
Upper West Side,01-10-2018,744,0.178763441
Upper West Side,02-10-2018,762,0.18503937
Upper West Side,03-10-2018,739,0.186738836
Upper West Side,04-10-2018,765,0.180392157
Upper West Side,05-10-2018,818,0.194376528
Upper West Side,06-10-2018,811,0.156596794
Upper West Side,07-10-2018,752,0.190159574
Upper West Side,08-10-2018,802,0.19201995
Upper West Side,09-10-2018,771,0.168612192
Upper West Side,10-10-2018,743,0.152086137
Upper West Side,11-10-2018,808,0.253712871
Upper West Side,12-10-2018,837,0.163679809
Upper West Side,13-10-2018,835,0.176047904
Upper West Side,14-10-2018,815,0.131288344
Upper West Side,15-10-2018,797,0.148055207
Upper West Side,16-10-2018,865,0.154913295
Upper West Side,17-10-2018,806,0.157568238
Upper West Side,18-10-2018,796,0.154522613
Upper West Side,19-10-2018,812,0.156403941
Upper West Side,20-10-2018,828,0.169082126
Upper West Side,21-10-2018,791,0.179519595
Upper West Side,22-10-2018,777,0.158301158
Upper West Side,23-10-2018,872,0.162844037
Upper West Side,24-10-2018,793,0.145018916
Upper West Side,25-10-2018,815,0.16196319
Upper West Side,26-10-2018,831,0.163658243
Upper West Side,27-10-2018,815,0.164417178
Upper West Side,28-10-2018,827,0.168077388
Upper West Side,29-10-2018,777,0.142857143
Upper West Side,30-10-2018,826,0.146489104
Upper West Side,31-10-2018,771,0.171206226
Upper West Side,01-11-2018,827,0.176541717
Upper West Side,02-11-2018,840,0.16547619
Upper West Side,03-11-2018,834,0.179856115
Upper West Side,04-11-2018,1003,0.131605184
Upper West Side,05-11-2018,802,0.155860349
Upper West Side,06-11-2018,818,0.218826406
Upper West Side,07-11-2018,785,0.146496815
Upper West Side,08-11-2018,792,0.148989899
Upper West Side,09-11-2018,802,0.228179551
Upper West Side,10-11-2018,809,0.195302843
Upper West Side,11-11-2018,875,0.188571429
Upper West Side,12-11-2018,824,0.160194175
Upper West Side,13-11-2018,854,0.181498829
Upper West Side,14-11-2018,815,0.193865031
Upper West Side,15-11-2018,849,0.282685512
Upper West Side,16-11-2018,795,0.164779874
Upper West Side,17-11-2018,800,0.1825
Upper West Side,18-11-2018,827,0.162031439
Upper West Side,19-11-2018,830,0.144578313
Upper West Side,20-11-2018,832,0.174278846
Upper West Side,21-11-2018,827,0.188633615
Upper West Side,22-11-2018,778,0.262210797
Upper West Side,23-11-2018,801,0.223470662
Upper West Side,24-11-2018,805,0.197515528
Upper West Side,25-11-2018,867,0.153402537
Upper West Side,26-11-2018,864,0.216435185
Upper West Side,27-11-2018,847,0.188902007
Upper West Side,28-11-2018,805,0.176397516
Upper West Side,29-11-2018,857,0.187864644
Upper West Side,30-11-2018,819,0.191697192
Upper West Side,01-12-2018,849,0.18138987
Upper West Side,02-12-2018,853,0.177022274
Upper West Side,03-12-2018,857,0.176196033
Upper West Side,04-12-2018,812,0.21182266
Upper West Side,05-12-2018,824,0.201456311
Upper West Side,06-12-2018,830,0.224096386
Upper West Side,07-12-2018,816,0.225490196
Upper West Side,08-12-2018,772,0.204663212
Upper West Side,09-12-2018,834,0.199040767
Upper West Side,10-12-2018,777,0.196911197
Upper West Side,11-12-2018,850,0.194117647
Upper West Side,12-12-2018,835,0.20239521
Upper West Side,13-12-2018,813,0.193111931
Upper West Side,14-12-2018,853,0.164126612
Upper West Side,15-12-2018,840,0.153571429
Upper West Side,16-12-2018,860,0.26744186
Upper West Side,17-12-2018,772,0.178756477
Upper West Side,18-12-2018,773,0.232858991
Upper West Side,19-12-2018,805,0.204968944
Upper West Side,20-12-2018,807,0.16976456
Upper West Side,21-12-2018,851,0.198589894
Upper West Side,22-12-2018,820,0.175609756
Upper West Side,23-12-2018,836,0.178229665
Upper West Side,24-12-2018,840,0.180952381
Upper West Side,25-12-2018,769,0.180754226
Upper West Side,26-12-2018,866,0.197459584
Upper West Side,27-12-2018,873,0.18327606
Upper West Side,28-12-2018,842,0.264845606
Upper West Side,29-12-2018,851,0.186839013
Upper West Side,30-12-2018,807,0.190830235
Upper West Side,31-12-2018,844,0.214454976
Williamsburg,01-01-2018,854,0.161592506
Williamsburg,02-01-2018,806,0.135235732
Williamsburg,03-01-2018,851,0.124559342
Williamsburg,04-01-2018,910,0.16043956
Williamsburg,05-01-2018,817,0.160342717
Williamsburg,06-01-2018,808,0.155940594
Williamsburg,07-01-2018,822,0.184914842
Williamsburg,08-01-2018,890,0.126966292
Williamsburg,09-01-2018,904,0.090707965
Williamsburg,10-01-2018,882,0.107709751
Williamsburg,11-01-2018,942,0.078556263
Williamsburg,12-01-2018,949,0.10748156
Williamsburg,13-01-2018,890,0.138202247
Williamsburg,14-01-2018,875,0.134857143
Williamsburg,15-01-2018,872,0.115825688
Williamsburg,16-01-2018,905,0.096132597
Williamsburg,17-01-2018,904,0.126106195
Williamsburg,18-01-2018,861,0.117305459
Williamsburg,19-01-2018,876,0.114155251
Williamsburg,20-01-2018,913,0.090909091
Williamsburg,21-01-2018,937,0.098185699
Williamsburg,22-01-2018,877,0.076396807
Williamsburg,23-01-2018,944,0.086864407
Williamsburg,24-01-2018,957,0.118077325
Williamsburg,25-01-2018,896,0.140625
Williamsburg,26-01-2018,894,0.105145414
Williamsburg,27-01-2018,967,0.082730093
Williamsburg,28-01-2018,968,0.09607438
Williamsburg,29-01-2018,898,0.113585746
Williamsburg,30-01-2018,874,0.135011442
Williamsburg,31-01-2018,920,0.130434783
Williamsburg,01-02-2018,940,0.095744681
Williamsburg,02-02-2018,874,0.154462243
Williamsburg,03-02-2018,889,0.103487064
Williamsburg,04-02-2018,961,0.126951093
Williamsburg,05-02-2018,917,0.125408942
Williamsburg,06-02-2018,901,0.114317425
Williamsburg,07-02-2018,893,0.169092945
Williamsburg,08-02-2018,893,0.13549832
Williamsburg,09-02-2018,907,0.103638368
Williamsburg,10-02-2018,988,0.12854251
Williamsburg,11-02-2018,942,0.109341826
Williamsburg,12-02-2018,919,0.092491839
Williamsburg,13-02-2018,937,0.109925293
Williamsburg,14-02-2018,922,0.090021692
Williamsburg,15-02-2018,924,0.079004329
Williamsburg,16-02-2018,934,0.070663812
Williamsburg,17-02-2018,860,0.120930233
Williamsburg,18-02-2018,983,0.11190234
Williamsburg,19-02-2018,899,0.101223582
Williamsburg,20-02-2018,927,0.0798274
Williamsburg,21-02-2018,949,0.092729189
Williamsburg,22-02-2018,948,0.092827004
Williamsburg,23-02-2018,902,0.094235033
Williamsburg,24-02-2018,925,0.104864865
Williamsburg,25-02-2018,920,0.084782609
Williamsburg,26-02-2018,886,0.089164786
Williamsburg,27-02-2018,932,0.079399142
Williamsburg,28-02-2018,879,0.088737201
Williamsburg,01-03-2018,951,0.093585699
Williamsburg,02-03-2018,979,0.141981614
Williamsburg,03-03-2018,951,0.108307045
Williamsburg,04-03-2018,884,0.099547511
Williamsburg,05-03-2018,867,0.079584775
Williamsburg,06-03-2018,948,0.088607595
Williamsburg,07-03-2018,836,0.119617225
Williamsburg,08-03-2018,875,0.106285714
Williamsburg,09-03-2018,955,0.103664921
Williamsburg,10-03-2018,905,0.097237569
Williamsburg,11-03-2018,922,0.087852495
Williamsburg,12-03-2018,949,0.076923077
Williamsburg,13-03-2018,897,0.107023411
Williamsburg,14-03-2018,947,0.118268215
Williamsburg,15-03-2018,900,0.102222222
Williamsburg,16-03-2018,868,0.096774194
Williamsburg,17-03-2018,893,0.10862262
Williamsburg,18-03-2018,919,0.113166485
Williamsburg,19-03-2018,933,0.11039657
Williamsburg,20-03-2018,862,0.113689095
Williamsburg,21-03-2018,878,0.120728929
Williamsburg,22-03-2018,911,0.096597146
Williamsburg,23-03-2018,940,0.093617021
Williamsburg,24-03-2018,926,0.087473002
Williamsburg,25-03-2018,895,0.100558659
Williamsburg,26-03-2018,884,0.089366516
Williamsburg,27-03-2018,868,0.089861751
Williamsburg,28-03-2018,914,0.075492341
Williamsburg,29-03-2018,896,0.095982143
Williamsburg,30-03-2018,939,0.090521832
Williamsburg,31-03-2018,943,0.111346766
Williamsburg,01-04-2018,913,0.096385542
Williamsburg,02-04-2018,901,0.110987791
Williamsburg,03-04-2018,885,0.111864407
Williamsburg,04-04-2018,939,0.083067093
Williamsburg,05-04-2018,899,0.110122358
Williamsburg,06-04-2018,885,0.098305085
Williamsburg,07-04-2018,896,0.106026786
Williamsburg,08-04-2018,862,0.080046404
Williamsburg,09-04-2018,909,0.112211221
Williamsburg,10-04-2018,935,0.099465241
Williamsburg,11-04-2018,933,0.084673098
Williamsburg,12-04-2018,943,0.077412513
Williamsburg,13-04-2018,899,0.095661846
Williamsburg,14-04-2018,888,0.09009009
Williamsburg,15-04-2018,881,0.088535755
Williamsburg,16-04-2018,919,0.102285092
Williamsburg,17-04-2018,899,0.103448276
Williamsburg,18-04-2018,862,0.078886311
Williamsburg,19-04-2018,892,0.10426009
Williamsburg,20-04-2018,907,0.088202867
Williamsburg,21-04-2018,911,0.072447859
Williamsburg,22-04-2018,930,0.064516129
Williamsburg,23-04-2018,872,0.086009174
Williamsburg,24-04-2018,900,0.073333333
Williamsburg,25-04-2018,931,0.076262084
Williamsburg,26-04-2018,911,0.095499451
Williamsburg,27-04-2018,888,0.082207207
Williamsburg,28-04-2018,913,0.094194962
Williamsburg,29-04-2018,895,0.081564246
Williamsburg,30-04-2018,877,0.099201824
Williamsburg,01-05-2018,816,0.077205882
Williamsburg,02-05-2018,784,0.100765306
Williamsburg,03-05-2018,833,0.114045618
Williamsburg,04-05-2018,838,0.112171838
Williamsburg,05-05-2018,867,0.111880046
Williamsburg,06-05-2018,928,0.078663793
Williamsburg,07-05-2018,921,0.096634093
Williamsburg,08-05-2018,879,0.094425484
Williamsburg,09-05-2018,888,0.097972973
Williamsburg,10-05-2018,873,0.077892325
Williamsburg,11-05-2018,834,0.067146283
Williamsburg,12-05-2018,815,0.068711656
Williamsburg,13-05-2018,890,0.080898876
Williamsburg,14-05-2018,881,0.09307605
Williamsburg,15-05-2018,804,0.119402985
Williamsburg,16-05-2018,867,0.085351788
Williamsburg,17-05-2018,866,0.086605081
Williamsburg,18-05-2018,871,0.075774971
Williamsburg,19-05-2018,845,0.098224852
Williamsburg,20-05-2018,847,0.107438017
Williamsburg,21-05-2018,861,0.103368177
Williamsburg,22-05-2018,871,0.095292767
Williamsburg,23-05-2018,833,0.092436975
Williamsburg,24-05-2018,786,0.113231552
Williamsburg,25-05-2018,767,0.105606258
Williamsburg,26-05-2018,783,0.11366539
Williamsburg,27-05-2018,854,0.085480094
Williamsburg,28-05-2018,860,0.079069767
Williamsburg,29-05-2018,810,0.117283951
Williamsburg,30-05-2018,865,0.07283237
Williamsburg,31-05-2018,882,0.100907029
Williamsburg,01-06-2018,768,0.091145833
Williamsburg,02-06-2018,800,0.09875
Williamsburg,03-06-2018,844,0.093601896
Williamsburg,04-06-2018,801,0.08988764
Williamsburg,05-06-2018,808,0.087871287
Williamsburg,06-06-2018,817,0.097919217
Williamsburg,07-06-2018,804,0.07960199
Williamsburg,08-06-2018,759,0.122529644
Williamsburg,09-06-2018,830,0.085542169
Williamsburg,10-06-2018,747,0.089692102
Williamsburg,11-06-2018,809,0.08776267
Williamsburg,12-06-2018,793,0.107187894
Williamsburg,13-06-2018,834,0.099520384
Williamsburg,14-06-2018,771,0.103761349
Williamsburg,15-06-2018,841,0.099881094
Williamsburg,16-06-2018,792,0.116161616
Williamsburg,17-06-2018,737,0.126187246
Williamsburg,18-06-2018,752,0.102393617
Williamsburg,19-06-2018,751,0.097203728
Williamsburg,20-06-2018,771,0.088197147
Williamsburg,21-06-2018,773,0.102199224
Williamsburg,22-06-2018,809,0.095179234
Williamsburg,23-06-2018,820,0.101219512
Williamsburg,24-06-2018,756,0.105820106
Williamsburg,25-06-2018,752,0.113031915
Williamsburg,26-06-2018,776,0.090206186
Williamsburg,27-06-2018,760,0.096052632
Williamsburg,28-06-2018,787,0.10292249
Williamsburg,29-06-2018,695,0.117985612
Williamsburg,30-06-2018,694,0.116714697
Williamsburg,01-07-2018,703,0.123755334
Williamsburg,02-07-2018,721,0.12482663
Williamsburg,03-07-2018,755,0.131125828
Williamsburg,04-07-2018,721,0.126213592
Williamsburg,05-07-2018,653,0.10719755
Williamsburg,06-07-2018,815,0.093251534
Williamsburg,07-07-2018,780,0.087179487
Williamsburg,08-07-2018,806,0.095533499
Williamsburg,09-07-2018,737,0.101763908
Williamsburg,10-07-2018,701,0.114122682
Williamsburg,11-07-2018,792,0.111111111
Williamsburg,12-07-2018,780,0.092307692
Williamsburg,13-07-2018,779,0.106546855
Williamsburg,14-07-2018,706,0.09631728
Williamsburg,15-07-2018,793,0.118537201
Williamsburg,16-07-2018,713,0.12342216
Williamsburg,17-07-2018,801,0.131086142
Williamsburg,18-07-2018,774,0.112403101
Williamsburg,19-07-2018,797,0.102885822
Williamsburg,20-07-2018,745,0.095302013
Williamsburg,21-07-2018,796,0.10678392
Williamsburg,22-07-2018,812,0.098522167
Williamsburg,23-07-2018,796,0.124371859
Williamsburg,24-07-2018,756,0.097883598
Williamsburg,25-07-2018,745,0.075167785
Williamsburg,26-07-2018,746,0.104557641
Williamsburg,27-07-2018,731,0.110807114
Williamsburg,28-07-2018,754,0.096816976
Williamsburg,29-07-2018,781,0.112676056
Williamsburg,30-07-2018,794,0.103274559
Williamsburg,31-07-2018,776,0.118556701
Williamsburg,01-08-2018,709,0.1325811
Williamsburg,02-08-2018,747,0.129852744
Williamsburg,03-08-2018,768,0.11328125
Williamsburg,04-08-2018,739,0.129905277
Williamsburg,05-08-2018,778,0.116966581
Williamsburg,06-08-2018,725,0.104827586
Williamsburg,07-08-2018,758,0.105540897
Williamsburg,08-08-2018,733,0.109140518
Williamsburg,09-08-2018,719,0.105702364
Williamsburg,10-08-2018,761,0.11826544
Williamsburg,11-08-2018,802,0.108478803
Williamsburg,12-08-2018,767,0.118644068
Williamsburg,13-08-2018,832,0.099759615
Williamsburg,14-08-2018,791,0.094816688
Williamsburg,15-08-2018,782,0.099744246
Williamsburg,16-08-2018,681,0.129221733
Williamsburg,17-08-2018,787,0.085133418
Williamsburg,18-08-2018,753,0.103585657
Williamsburg,19-08-2018,799,0.091364205
Williamsburg,20-08-2018,799,0.105131414
Williamsburg,21-08-2018,820,0.108536585
Williamsburg,22-08-2018,764,0.116492147
Williamsburg,23-08-2018,758,0.096306069
Williamsburg,24-08-2018,783,0.090676884
Williamsburg,25-08-2018,806,0.106699752
Williamsburg,26-08-2018,780,0.094871795
Williamsburg,27-08-2018,749,0.113484646
Williamsburg,28-08-2018,719,0.134909597
Williamsburg,29-08-2018,705,0.160283688
Williamsburg,30-08-2018,762,0.097112861
Williamsburg,31-08-2018,816,0.102941176
Williamsburg,01-09-2018,835,0.100598802
